metadata_field,canonical_name,confidence,count,n_snapshots,support,corpora_count,figure_count,table_count,source_snapshot_count,source_document_count,source_both_count,top_observed_values,n_unique_observed_values,top_description_values,top_reasoning_values
service_context,intervention_type,medium,1,1,0.004761905,1,1,0,1,0,0,['Contracted specifically to treat severe burns'],1,"['Context describing the role or purpose of a facility, program, or service in the reported finding.']",['Service context explains why a facility or cost metric is relevant and supports more precise retrieval.']
service_categories,intervention_type,high,1,1,0.004761905,1,1,0,1,0,0,['Health / Medical Services; Legal Assistance Services; Safety & Security Services; Livelihoods Services; Psychosocial Services; Cash Assistance Services'],1,['The service domains or program areas represented in the figure.'],['Service categories are central to discovering figures about specific forms of assistance.']
scale_bar_units,unit_of_measure,high,1,1,0.004761905,1,1,0,1,0,0,['Kilometers and miles'],1,['Units used in the map scale bar.'],['Scale units support interpretation and reuse of cartographic distance information.']
snapshot_language,language,high,1,1,0.004761905,1,1,0,1,0,0,['French'],1,['Language used in the figure text.'],['Language supports multilingual search and processing workflows.']
chart_purpose,subject_summary,medium,1,1,0.004761905,1,1,0,1,0,0,['Category Trend Comparison'],1,['High-level analytical purpose or comparison being made by the figure.'],['This captures that the figure compares category trends rather than presenting a single metric.']
source_dataset,data_source,high,1,1,0.004761905,1,0,1,0,0,1,['Serbia SLS 2002 and 2003; document abstract identifies these as Serbia Living Standard Surveys'],1,['The dataset or survey source underlying the table calculations.'],['Dataset provenance is critical for evaluating and reusing the reported estimates.']
source_access_date,data_source,medium,1,1,0.004761905,1,1,0,1,0,0,['06/12/2023'],1,['The date on which the cited data source was accessed.'],['Access date is useful for provenance and version-sensitive humanitarian data.']
sort_order,not_in_ontology,low,1,1,0.004761905,1,0,1,1,0,0,['Descending by Average Cost / Case (inferred from listed values)'],1,['The ordering applied to rows or categories in the snapshot.'],['Sort order helps interpret rankings and prioritize entities in the table.']
solution_categories,category_labels,high,1,1,0.004761905,1,1,0,1,0,0,['Voluntary Repatriation; Local Integration'],1,['Categories of durable or global solutions represented in the snapshot.'],['Solution categories make the snapshot discoverable for analysis of refugee intentions and durable solutions.']
software_tool,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['Cytoscape'],1,['Software or tool used to produce the visualization when explicitly stated.'],['Software provenance can support reproducibility and identification of specialized visualization methods.']
socioeconomic_disaggregation,population_group,high,1,1,0.004761905,1,1,0,1,0,0,['Wealth index quintile: Poorest; Second; Middle; Fourth; Richest'],1,['Whether and how the data are disaggregated by socioeconomic status.'],['Socioeconomic breakdowns are valuable for equity and poverty-related discovery.']
chart_series_labels,series_labels,high,1,1,0.004761905,1,1,0,1,0,0,['Burundi; Low-income group; GDI; GDP; Exports; Imports'],1,['Legend labels identifying plotted series in the chart components of the snapshot.'],"['Series labels make chart data discoverable by comparator, macroeconomic aggregate, or trade indicator.']"
series_names,series_labels,high,1,1,0.004761905,1,1,0,1,0,0,['New PTAs; Cumulative Total'],1,['The named data series displayed in the figure legend.'],['Series labels distinguish the annual flow measure from the cumulative stock measure.']
comparison_dimensions,category_dimension,high,1,1,0.004761905,1,1,0,1,0,0,['Geographic area; wood product category; year'],1,['The main dimensions across which the data are compared.'],['Comparison dimensions clarify the analytical structure of the figure for reuse.']
quantitative_value_display,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['Relative magnitude appears encoded by band width; numeric values are not displayed'],1,['How quantitative values are presented or whether explicit numeric labels are available.'],['Knowing whether values are explicit or only visually encoded affects analytical reuse and extraction strategy.']
publishing_organization,source_organization,high,1,1,0.004761905,1,1,0,1,0,0,['Cluster Protection Mali'],1,['Organization or cluster associated with producing or branding the snapshot.'],['The logo identifies the responsible humanitarian coordination actor for cataloging and provenance.']
province_names,geographic_entities,high,1,1,0.004761905,1,1,0,1,0,0,['ITURI; NORD-KIVU'],1,['Province-level geographic entities labeled in the snapshot.'],['Province names improve subnational geographic discovery and filtering.']
proposed_feature_status,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['Wastewater treatment plant (proposed); wastewater collection system (proposed)'],1,"['Indicates whether mapped features are existing, proposed, planned, or otherwise status-qualified.']",['Feature status supports distinguishing planned investments from existing infrastructure.']
reporting_caveat,interpretive_note,high,1,1,0.004761905,1,1,0,1,0,0,"['Four countries reporting in 2020 compared to three countries reporting in 2019; while enrolment rates for the school year were high, a majority of those enrolled did not attend school due to COVID-19 restrictions']",1,['Footnotes or caveats affecting interpretation of reported indicators.'],['Caveats preserve important context about data comparability and interpretation.']
comparison_geographic_context,geographic_role,medium,1,1,0.004761905,1,0,1,1,0,0,['Syria'],1,['Secondary location used for comparison or prior-status grouping.'],['Syria provides the basis for grouping respondents by previous enrollment status.']
reported_statistical_measures,measure_type,high,1,1,0.004761905,1,0,1,1,0,0,['Coefficient; Std. Error'],1,['The statistical measures presented as columns or values in the table.'],['Knowing the reported measures supports analytical reuse and comparison across model results tables.']
source_publication_year,not_in_ontology,low,1,1,0.004761905,1,1,0,1,0,0,['2012'],1,['The year associated with the cited data source.'],['Source year helps distinguish the data reference period from the publication or figure reference year.']
reported_amounts,financial_metric,high,1,1,0.004761905,1,0,1,1,0,0,['36.00; 21.00; 15.00; 6.00; 0.00; 30.00'],1,['Numeric monetary values reported in the table.'],['Capturing reported values supports analytical reuse and numeric filtering when combined with indicators and units.']
relationship_type,category_dimension,medium,1,1,0.004761905,1,1,0,1,0,0,[],0,['The type of relationship represented between source and target categories.'],['Identifying the relationship type enables comparison across flow diagrams beyond the visible country labels.']
relationship_analyzed,subject_summary,medium,1,1,0.004761905,1,0,1,1,0,0,"['Effect of informality on poverty, controlling for GDP per capita']",1,['The substantive analytical relationship or hypothesis represented in the table.'],['This captures the semantic purpose of the table beyond individual variable names.']
related_program_or_initiative,project_name,high,1,1,0.004761905,1,0,1,1,0,0,['RACE; EMIS; WB EDP2; Support to Education Reform'],1,"['Named programs, initiatives, or systems referenced within table entries.']",['Named initiatives provide useful hooks for linking related project activities and funding records.']
related_document_sections,interpretive_note,medium,1,1,0.004761905,1,0,1,1,0,0,['Annex 2 for detailed description; Annex 3 for detailed cost breakdown'],1,['Referenced sections elsewhere in the document that provide supporting detail for the table.'],['Cross-references help users locate fuller context and provenance for the table data.']
